changing, customary
demonstrated, diseased
enlightening, fulfilled
all-encompassing, sizable
being, fuzzy
furthest, unfeasible
mid-, unsafe
formidable, well-designed
egotistical, information
jack, sweetheart
absolutely, good-iooking
baseless, durable
